"filename", "language", "HTML", "PHP", "JavaScript", "PostCSS", "XML", "JSON", "JSON with Comments", "Markdown", "SCSS", "YAML", "comment", "blank", "total"
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\chart.js\Chart.css", "PostCSS", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 8, 5, 48
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\chart.js\Chart.js", "JavaScript", 0, 0, 11487, 0, 0, 0, 0, 0, 0, 0, 2291, 2395, 16173
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\chart.js\Chart.min.css", "PostCSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\chart.js\Chart.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 8
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\chart.js\chartjs-plugin-datalabels.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 8
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\comment\comment.js", "JavaScript", 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 3, 6, 212
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\comment\continuecomment.js", "JavaScript", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 11, 7, 115
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\dialog\dialog.css", "PostCSS", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\dialog\dialog.js", "JavaScript", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 11, 22, 164
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\display\autorefresh.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 2, 5, 48
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\display\fullscreen.css", "PostCSS", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\display\fullscreen.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 2, 5, 42
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\display\panel.js", "JavaScript", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 4, 17, 134
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\display\placeholder.js", "JavaScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 2, 8, 79
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\display\rulers.js", "JavaScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 2, 4, 52
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\edit\closebrackets.js", "JavaScript", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 2, 23, 202
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\edit\closetag.js", "JavaScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 37, 15, 186
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\edit\continuelist.js", "JavaScript", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 7, 13, 102
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\edit\matchbrackets.js", "JavaScript", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 17, 17, 161
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\edit\matchtags.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 2, 7, 67
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\edit\trailingspace.js", "JavaScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 2, 2, 28
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\fold\brace-fold.js", "JavaScript", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 3, 14, 120
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\fold\comment-fold.js", "JavaScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 2, 6, 60
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\fold\foldcode.js", "JavaScript", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 4, 20, 160
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\fold\foldgutter.css", "PostCSS", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\fold\foldgutter.js", "JavaScript", 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 4, 15, 164
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\fold\indent-fold.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 8, 6, 49
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\fold\markdown-fold.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 2, 9, 50
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\fold\xml-fold.js", "JavaScript", 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 3, 14, 185
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\hint\anyword-hint.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 2, 5, 42
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\hint\css-hint.js", "JavaScript", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 2, 10, 67
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\hint\html-hint.js", "JavaScript", 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 2, 7, 352
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\hint\javascript-hint.js", "JavaScript", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 12, 14, 163
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\hint\show-hint.css", "PostCSS", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\hint\show-hint.js", "JavaScript", 0, 0, 452, 0, 0, 0, 0, 0, 0, 0, 14, 64, 530
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\hint\sql-hint.js", "JavaScript", 0, 0, 267, 0, 0, 0, 0, 0, 0, 0, 11, 27, 305
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\hint\xml-hint.js", "JavaScript", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 3, 8, 133
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\lint\coffeescript-lint.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 4, 6, 48
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\lint\css-lint.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 4, 6, 41
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\lint\html-lint.js", "JavaScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 4, 6, 60
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\lint\javascript-lint.js", "JavaScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 5, 9, 66
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\lint\json-lint.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 6, 6, 41
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\lint\lint.css", "PostCSS", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 1, 12, 80
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\lint\lint.js", "JavaScript", 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 8, 34, 292
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\lint\yaml-lint.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 9, 6, 42
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\merge\merge.css", "PostCSS", 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 16, 120
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\merge\merge.js", "JavaScript", 0, 0, 886, 0, 0, 0, 0, 0, 0, 0, 26, 98, 1010
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\mode\loadmode.js", "JavaScript", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 2, 6, 67
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\mode\multiplex.js", "JavaScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 4, 17, 137
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\mode\multiplex_test.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 2, 10, 50
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\mode\overlay.js", "JavaScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 12, 12, 91
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\mode\simple.js", "JavaScript", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 2, 18, 217
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\runmode\colorize.js", "JavaScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 2, 8, 41
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\runmode\runmode-standalone.js", "JavaScript", 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 28, 33, 335
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\runmode\runmode.js", "JavaScript", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 7, 6, 77
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\runmode\runmode.node.js", "JavaScript", 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 27, 31, 330
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\scroll\annotatescrollbar.js", "JavaScript", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 2, 16, 129
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\scroll\scrollpastend.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 2, 5, 49
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\scroll\simplescrollbars.css", "PostCSS", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 10, 67
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\scroll\simplescrollbars.js", "JavaScript", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 2, 21, 153
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\search\jump-to-line.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 4, 10, 54
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\search\match-highlighter.js", "JavaScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 19, 15, 168
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\search\matchesonscrollbar.css", "PostCSS", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\search\matchesonscrollbar.js", "JavaScript", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 2, 13, 98
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\search\search.js", "JavaScript", 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 10, 25, 293
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\search\searchcursor.js", "JavaScript", 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 12, 28, 306
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\selection\active-line.js", "JavaScript", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 2, 7, 73
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\selection\mark-selection.js", "JavaScript", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 7, 16, 120
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\selection\selection-pointer.js", "JavaScript", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 2, 8, 99
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\tern\tern.css", "PostCSS", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 7, 88
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\tern\tern.js", "JavaScript", 0, 0, 606, 0, 0, 0, 0, 0, 0, 0, 55, 90, 751
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\tern\worker.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 3, 8, 45
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\addon\wrap\hardwrap.js", "JavaScript", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 5, 13, 161
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\codemirror.css", "PostCSS", 0, 0, 0, 279, 0, 0, 0, 0, 0, 0, 23, 43, 345
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\codemirror.js", "JavaScript", 0, 0, 7863, 0, 0, 0, 0, 0, 0, 0, 1021, 966, 9850
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\keymap\emacs.js", "JavaScript", 0, 0, 444, 0, 0, 0, 0, 0, 0, 0, 14, 88, 546
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\keymap\sublime.js", "JavaScript", 0, 0, 658, 0, 0, 0, 0, 0, 0, 0, 7, 56, 721
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\keymap\vim.js", "JavaScript", 0, 0, 4834, 0, 0, 0, 0, 0, 0, 0, 694, 207, 5735
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\apl\apl.js", "JavaScript", 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 2, 7, 175
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\asciiarmor\asciiarmor.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 2, 5, 75
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\asn.1\asn.1.js", "JavaScript", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 4, 15, 205
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\asterisk\asterisk.js", "JavaScript", 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 25, 11, 221
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\brainfuck\brainfuck.js", "JavaScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 16, 3, 86
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\clike\clike.js", "JavaScript", 0, 0, 711, 0, 0, 0, 0, 0, 0, 0, 176, 49, 936
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\clojure\clojure.js", "JavaScript", 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 5, 5, 293
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\cmake\cmake.js", "JavaScript", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 10, 8, 98
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\cobol\cobol.js", "JavaScript", 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 10, 6, 256
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\coffeescript\coffeescript.js", "JavaScript", 0, 0, 350, 0, 0, 0, 0, 0, 0, 0, 6, 4, 360
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\commonlisp\commonlisp.js", "JavaScript", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 2, 12, 126
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\crystal\crystal.js", "JavaScript", 0, 0, 347, 0, 0, 0, 0, 0, 0, 0, 20, 67, 434
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\css\css.js", "JavaScript", 0, 0, 800, 0, 0, 0, 0, 0, 0, 0, 8, 59, 867
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\cypher\cypher.js", "JavaScript", 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 4, 8, 152
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\d\d.js", "JavaScript", 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 3, 19, 224
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\dart\dart.js", "JavaScript", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 8, 17, 167
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\diff\diff.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 2, 11, 48
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\django\django.js", "JavaScript", 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 45, 46, 357
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\dockerfile\dockerfile.js", "JavaScript", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 9, 7, 212
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\dtd\dtd.js", "JavaScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 9, 18, 143
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\dylan\dylan.js", "JavaScript", 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 44, 33, 353
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\ebnf\ebnf.js", "JavaScript", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 7, 16, 196
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\ecl\ecl.js", "JavaScript", 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 3, 20, 207
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\eiffel\eiffel.js", "JavaScript", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 52, 4, 161
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\elm\elm.js", "JavaScript", 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 2, 27, 244
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\erlang\erlang.js", "JavaScript", 0, 0, 471, 0, 0, 0, 0, 0, 0, 0, 63, 86, 620
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\factor\factor.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 23, 5, 86
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\fcl\fcl.js", "JavaScript", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 3, 28, 174
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\forth\forth.js", "JavaScript", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 12, 14, 181
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\fortran\fortran.js", "JavaScript", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 3, 15, 189
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\gas\gas.js", "JavaScript", 0, 0, 296, 0, 0, 0, 0, 0, 0, 0, 17, 41, 354
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\gfm\gfm.js", "JavaScript", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 13, 6, 130
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\gherkin\gherkin.js", "JavaScript", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 30, 25, 179
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\go\go.js", "JavaScript", 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 3, 19, 188
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\groovy\groovy.js", "JavaScript", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 5, 17, 234
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\haml\haml.js", "JavaScript", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 13, 16, 162
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\handlebars\handlebars.js", "JavaScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 8, 11, 71
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\haskell-literate\haskell-literate.js", "JavaScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 2, 5, 44
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\haskell\haskell.js", "JavaScript", 0, 0, 262, 0, 0, 0, 0, 0, 0, 0, 3, 4, 269
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\haxe\haxe.js", "JavaScript", 0, 0, 450, 0, 0, 0, 0, 0, 0, 0, 13, 53, 516
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\htmlembedded\htmlembedded.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 2, 4, 38
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\htmlmixed\htmlmixed.js", "JavaScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 2, 18, 154
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\http\http.js", "JavaScript", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 2, 16, 114
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\idl\idl.js", "JavaScript", 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 8, 17, 291
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\javascript\javascript.js", "JavaScript", 0, 0, 935, 0, 0, 0, 0, 0, 0, 0, 12, 14, 961
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\jinja2\jinja2.js", "JavaScript", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 8, 10, 147
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\jsx\jsx.js", "JavaScript", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 9, 21, 149
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\julia\julia.js", "JavaScript", 0, 0, 377, 0, 0, 0, 0, 0, 0, 0, 2, 12, 391
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\livescript\livescript.js", "JavaScript", 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 6, 7, 281
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\lua\lua.js", "JavaScript", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 6, 26, 161
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\markdown\markdown.js", "JavaScript", 0, 0, 730, 0, 0, 0, 0, 0, 0, 0, 46, 111, 887
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\mathematica\mathematica.js", "JavaScript", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 28, 21, 177
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\mbox\mbox.js", "JavaScript", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 11, 17, 130
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\meta.js", "JavaScript", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 3, 7, 222
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\mirc\mirc.js", "JavaScript", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 3, 5, 194
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\mllike\mllike.js", "JavaScript", 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 9, 25, 360
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\modelica\modelica.js", "JavaScript", 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 14, 42, 246
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\mscgen\mscgen.js", "JavaScript", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 13, 20, 176
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\mumps\mumps.js", "JavaScript", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 21, 26, 149
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\nginx\nginx.js", "JavaScript", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 3, 26, 179
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\nsis\nsis.js", "JavaScript", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 5, 4, 96
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\ntriples\ntriples.js", "JavaScript", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 39, 18, 196
"c:\xampp\htdocs\ugbusiness\ugbusiness\assets\plugins\codemirror\mode\octave\octave.js", "JavaScript", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 9, 27, 140
